DATASET_EN,DATASET_TC,NAME_EN,NAME_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,Title,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,Latitude,Longitude,LASTUPDATE,NORTHING,EASTING,GeometryEasting,GeometryNorthing
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F & 1/F, URBANA LOFTS, NO. 17 LUNG KONG ROAD, KOWLOON CITY, KOWLOON",九龍九龍城龍崗道17號御崗軒地下及1樓,Kowloon City,九龍城區,2252805608,2252805608,52,52,RL,RL,火鍋頭,火鍋頭,#G,#G,19/7/2025,19/7/2025,22.328565,114.190207,3/6/2024,821058.9341,837641.5640808113,837641.5641000001,821058.9341000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"COOKED FOOD STALL NO. 8, MARKET 2, POK HONG ESTATE, SHA TIN, NEW TERRITORIES",新界沙田博康邨街市2熟食檔8號,Sha Tin,沙田區,2297804833,2297804833,97,97,RL,RL,鱻潮手工私房鍋,鱻潮手工私房鍋,,,8/1/2026,8/1/2026,22.3751291,114.1931374,23/12/2024,826215.2452637553,837942.9036210586,837942.9035999998,826215.2453000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, NO. 2 HANOI ROAD, TSIM SHA TSUI, KOWLOON",九龍尖沙咀河內道2號地下,Yau Tsim,油尖區,2261812642,2261812642,61,61,RL,RL,AJIDOURAKU,味道樂居酒屋,,,28/9/2025,28/9/2025,22.298045,114.173812,9/9/2024,817679.2561382492,835952.4400517707,835952.4401000002,817679.2561000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"UNITS 501-505 & 506A, 5/F, PAKPOLEE COMMERCIAL CENTRE, NO. 1A SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",九龍旺角西洋菜街南1A號 百寶利商業大廈5樓 501-505及506A單位,Mong Kok,旺角區,2262811044,2262811044,62,62,RL,RL,Granary Beef Hotpot,天下糧倉牛肉火鍋專門店,,,29/9/2025,29/9/2025,22.3162789,114.1704794,19/9/2024,819698.3888726091,835609.1170527338,835609.1171000004,819698.3889000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"FRONT SHOP, G/F, NO. 2 VICTORY AVENUE, HO MAN TIN, KOWLOON",九龍何文田勝利道2號地下前鋪,Kowloon City,九龍城區,2252805097,2252805097,52,52,RL,RL,Furyu Ebi Sushi Limited,風流蝦居酒屋,#G#H,#G#H,29/9/2025,29/9/2025,22.318571,114.174995,30/10/2024,819952.1911546455,836074.3699727008,836074.3700000001,819952.1911999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"11/F., CAUSEWAY BAY PLAZA 2, 463-483 LOCKHART ROAD, CAUSEWAY BAY, HONG KONG",香港銅鑼灣駱克道463-483號銅鑼灣廣場二期11樓,Wan Chai,灣仔區,2212812848,2212812848,12,12,RL,RL,牛站麻辣火鍋放題,牛站麻辣火鍋放題,#G#H,#G#H,31/7/2025,31/7/2025,22.2805855,114.1822161,30/7/2024,815745.8979102968,836818.5099345914,836818.5099,815745.8979000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 331, THIRD FLOOR, WO CHE PLAZA, WO CHE ESTATE, SHA TIN, NEW TERRITORIES",新界沙田禾輋邨禾輋廣場3樓331號鋪,Sha Tin,沙田區,2297804675,2297804675,97,97,RL,RL,Victoria Harbour Restaurant,海港酒家,,,10/10/2025,10/10/2025,22.3879318,114.1952336,24/1/2025,827632.9839328278,838158.6146,838158.6146,827632.9838999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"PORTION OF L1/F, KOWLOON HARBOURFRONT HOTEL, 8 HUNG LUEN ROAD, HUNGHOM BAY, KOWLOON, HONG KONG",香港九龍紅磡灣紅鸞道8號九龍海灣酒店L1/F部份,Yau Tsim,油尖區,2261813645,2261813645,61,61,RL,RL,Kowloon Harbourfront Hotel,九龍海灣酒店,#F,#F,8/9/2025,8/9/2025,22.3002291,114.1848645,5/8/2024,817921.1300842309,837091.3326168668,837091.3326000003,817921.1301000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. S1, 2/F, MEI LAM SHOPPING CENTRE, MEI LAM ESTATE, 30 MEI TIN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍美田路30號美林邨美林商場2樓S1號鋪,Sha Tin,沙田區,2297804277,2297804277,97,97,RL,RL,Victoria Harbour Roasted Goose & Seafood Restaurant,海港燒鵝海鮮酒家,#G#H,#G#H,12/1/2026,12/1/2026,22.3773627,114.1758437,25/11/2024,826462.4933697351,836161.8542345351,836161.8542,826462.4934
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP B,C & D, G/F, CHIK HONG MANSION, 33 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES","新界沙田大圍積富街33號積康樓地下B,C及D鋪",Sha Tin,沙田區,2297805182,2297805182,97,97,RL,RL,616牛肉火鍋專門店,616牛肉火鍋專門店,,,19/6/2025,19/6/2025,22.3753537,114.178073,24/5/2024,826240.0260262502,836391.4445080642,836391.4445000002,826240.0260000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F (PORTION B), 83 WUHU STREET, HUNG HOM, KOWLOON",九龍紅磡蕪湖街83號1樓(B部份),Kowloon City,九龍城區,2252806036,2252806036,52,52,RL,RL,TORIFUKU,鳥福串燒酒場,#F#G#H,#F#G#H,23/7/2025,23/7/2025,22.3069408,114.1861542,13/6/2024,818664.3542456569,837224.1818457685,837224.1818000004,818664.3542
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP A, G/F, KIMBERLEY HOUSE, NOS. 35-35A KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON",九龍尖沙咀金巴利道35-35A號金巴利中心地下A舖,Yau Tsim,油尖區,2261814514,2261814514,61,61,RL,RL,Tasty Hotpot Palace,香香宮煮火鍋,#F#G#H,#F#G#H,6/7/2025,6/7/2025,22.3009432,114.1737234,10/7/2024,818000.1867927759,835943.3168606502,835943.3169,818000.1867999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 2A, 1/F, HILTON TOWERS, NO. 96 GRANVILLE ROAD, TSIM SHA TSUI EAST, KOWLOON",九龍尖沙咀東加連威老道96號希爾頓大廈1樓2A號舖,Yau Tsim,油尖區,2261814462,2261814462,61,61,RL,RL,HANATSUKI IZAKAYA,花月居酒屋,#G#H,#G#H,28/6/2025,28/6/2025,22.299555,114.1771442,12/7/2024,817846.4620131151,836295.8064245476,836295.8064000001,817846.4619999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"15/F, CHONG HING SQUARE, NO. 601 NATHAN ROAD, MONG KOK, KOWLOON",九龍旺角彌敦道601號創興廣場15樓,Mong Kok,旺角區,2262812861,2262812861,62,62,RL,RL,牛牛台式鴛鴦火鍋,牛牛台式鴛鴦火鍋,,,22/10/2025,22/10/2025,22.3162402,114.1697037,30/9/2024,819694.1070112902,835529.1951794816,835529.1952,819694.1070000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"PORTION 2 OF G/F & PORTION 2 OF 1/F, HO SHUN TAI BUILDING, NO.10 SAI CHING STREET, YUEN LONG, NEW TERRITORIES",新界元朗西菁街10號好順泰大廈1樓部份2 及地下部份2,Yuen Long,元朗區,2294807503,2294807503,94,94,RL,RL,翠湖海鮮酒家,翠湖海鮮酒家,,,12/6/2025,12/6/2025,22.441847,114.0276954,10/5/2024,833610.8491192415,820911.6104400065,820911.6103999997,833610.8490999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 201-240, 2/F, E PLAZA, LEGEND TOWER, NO. 7 SHING YIP STREET, KWUN TONG, KOWLOON",九龍觀塘成業街7號寧晉中心東廣場2樓201-240號舖,Kwun Tong,觀塘區,2251805762,2251805762,51,51,RL,RL,SPORTFUL GARDEN RESTAURANT,陶源酒家,,,27/6/2025,27/6/2025,22.3108771,114.2261728,17/6/2024,819101.0400796484,841347.4973300864,841347.4972999999,819101.0401000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"WHOLE OF 1/F, GOLDEN GLORY MANSION, 16 CARNARVON ROAD, TSIM SHA TSUI, KOWLOON",九龍尖沙咀加拿分道16號金輝大廈1樓全層,Yau Tsim,油尖區,2261815270,2261815270,61,61,RL,RL,香香宮煮火鍋,香香宮煮火鍋,,,7/2/2026,7/2/2026,22.2987869,114.1735822,24/12/2024,817761.4104778522,835928.7620651363,835928.7620999999,817761.4104999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F. & 3/F., KOWLOON BUILDING, NO. 555 NATHAN ROAD, YAU MA TEI, KOWLOON",九龍油麻地彌敦道555號九龍行2樓及3樓,Yau Tsim,油尖區,2261815456,2261815456,61,61,RL,RL,Hai Di Lao Hot Pot,海底撈火鍋,#G,#G,21/3/2026,21/3/2026,22.3141684,114.1701775,21/2/2025,819464.6847861346,835578.0014862597,835578.0015000002,819464.6848000009
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP C, G/F, MONTERY PLAZA, NO. 13-17 CHONG YIP STREET, KWUN TONG, KOWLOON",九龍觀塘創業街13-17號萬泰利廣場地下C舖,Kwun Tong,觀塘區,2251806400,2251806400,51,51,RL,RL,為食火鍋公司,為食火鍋公司,#G,#G,2/5/2025,2/5/2025,22.3137828,114.2201472,8/5/2024,819422.6110250006,840726.5533,840726.5532999998,819422.6109999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 275, LEVEL 2, EAST POINT CITY, 8 CHUNG WA ROAD, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",新界西貢將軍澳重華路8號東港城2樓275鋪,Sai Kung,西貢區,2298803998,2298803998,98,98,RL,RL,Taiwan Bussan Hotpot,犇殿台灣火鍋,#F,#F,9/9/2025,9/9/2025,22.3163658,114.2652397,13/2/2025,819710.6667,845372.4262542605,845372.4263000004,819710.6667
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F (PART OF), MAISON ROSE, 270 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",九龍長沙灣長沙灣道270號御匯一字樓(部份),Sham Shui Po,深水埗區,2263805404,2263805404,63,63,RL,RL,FOOK LING MOON SEAFOOD RESTAURANT,福龍門海鮮酒家,,,10/8/2025,10/8/2025,22.3321899,114.1608187,23/7/2024,821460.3632536915,834613.9459705721,834613.9460000005,821460.3632999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 8 OF G/F & 1/F (WHOLE FLOOR), THE MET DELIGHT, 25A SHUN NING ROAD, SHAM SHUI PO, KOWLOON",九龍深水埗順寧道25A薈悅地下8號舖及一樓(全層),Sham Shui Po,深水埗區,2263805617,2263805617,63,63,RL,RL,YUMMY HOT POT,正斗(火鍋)豬骨煲,#G,#G,14/11/2025,14/11/2025,22.3351951,114.1611017,30/10/2024,821793.1406449612,834643.1353478807,834643.1353000002,821793.1405999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F., 111 SAI YEE STREET, MONG KOK, KOWLOON",九龍旺角洗衣街111號地下,Mong Kok,旺角區,2262813651,2262813651,62,62,RL,RL,Reiwa Izakaya,令和居酒屋,#F#G,#F#G,27/8/2025,27/8/2025,22.3201717,114.1714621,16/8/2024,820129.4528484008,835710.3816178134,835710.3816,820129.4528000001
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"MINOR PORTION OF G/F & MAJOR PORTION OF 1/F, PENTAHOTEL HK TUEN MUN, NO. 6 TSUN WEN ROAD, TUEN MUN, NEW TERRITORIES",新界屯門震寰路6號香港屯門貝爾特酒店1樓大部份及地下小部份,Tuen Mun,屯門區,2293804419,2293804419,93,93,RL,RL,PENTALOUNGE,貝爾特酒廊,,,22/2/2026,22/2/2026,22.3958166,113.9719537,17/1/2025,828520.3691346783,815166.6285133109,815166.6284999996,828520.3691000007
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F, 12-18 WAN TAU STREET, TAI PO, NEW TERRITORIES",新界大埔運頭街12-18號一樓,Tai Po,大埔區,2295802310,2295802310,95,95,RL,RL,大日子酒家,大日子酒家,,,13/6/2025,13/6/2025,22.4468698,114.1685984,22/5/2024,834159.4507259098,835416.1060369015,835416.1059999997,834159.4506999999
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F, 98 SAN FUNG AVENUE, SHEUNG SHUI, NEW TERRITORIES",新界上水新豐路98號1樓,North,北區,2296801989,2296801989,96,96,RL,RL,GOLDEN CITY SEAFOOD RESTAURANT,金都海鮮酒家,#G,#G,16/11/2025,16/11/2025,22.5042734,114.1266101,23/10/2024,840516.9863601996,831096.1466871129,831096.1467000004,840516.9864000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 95 TO 100, G/F , FU SHING BUILDING, 9 SAI CHING STREET, YUEN LONG, NEW TERRITORIES",新界元朗 西菁街9號  富盛大廈 地下95至100號鋪,Yuen Long,元朗區,2294806430,2294806430,94,94,RL,RL,616牛肉火鍋專門店,616牛肉火鍋專門店,,,14/6/2025,14/6/2025,22.442338,114.0277782,24/5/2024,833665.2123361138,820920.1878355752,820920.1878000004,833665.2123000007
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP A & B, G/F, CHIU TAK MANSION, 373-379 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON",九龍深水埗青山道373-379號昭德大廈地下A及B舖,Sham Shui Po,深水埗區,2263805282,2263805282,63,63,RL,RL,烤魚世家雞煲火鍋,烤魚世家雞煲火鍋,,,2/7/2025,2/7/2025,22.3388928,114.1555007,2/7/2024,822202.6761072312,834066.1906385615,834066.1906000003,822202.6761000007
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP E-G, G/F, CHIK HONG MANSION, 33 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍積富街33號積康樓地下E-G鋪,Sha Tin,沙田區,2297805270,2297805270,97,97,RL,RL,木子居酒屋,木子居酒屋,#F#G#H,#F#G#H,17/7/2025,17/7/2025,22.3753537,114.178073,12/7/2024,826240.0260262502,836391.4445080642,836391.4445000002,826240.0260000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 113, COMMERCIAL CENTRE, POK HONG ESTATE, SHA TIN, NEW TERRITORIES",新界沙田博康邨商場113鋪,Sha Tin,沙田區,2297805678,2297805678,97,97,RL,RL,HONG SHING RESTAURANT,康城酒樓,,,22/3/2025,22/3/2025,22.3751291,114.1931374,26/3/2024,826215.2452637553,837942.9036210586,837942.9035999998,826215.2453000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F, FORTUNE CREST, 138 SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",九龍旺角西洋菜南街138號福苑2樓,Mong Kok,旺角區,2262812551,2262812551,62,62,RL,RL,二鍋頭,二鍋頭,#G,#G,7/5/2025,7/5/2025,22.3199635,114.1700614,11/4/2024,820106.4036907493,835566.0681174932,835566.0680999998,820106.4036999997
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP B, G/F., 27 & 29 ELGIN STREET, CENTRAL, HONG KONG",香港中環伊利近街27及29號地下B舖,Central/Western,中西區,2218811555,2218811555,18,18,RL,RL,Kinjo's Izakaya,金城居酒屋,#F#G#H,#F#G#H,5/12/2025,5/12/2025,22.2819713,114.1522263,5/12/2024,815899.5497993829,833727.8505099955,833727.8504999997,815899.5497999992
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NOS. 3106, 3107, 3108 AND 3109, 3/F, COMMERCIAL CENTRE I (AREA 1), LOK FU PLACE, LOK FU ESTATE, 198 JUNCTION ROAD, KOWLOON","九龍聯合道198號樂富邨樂富廣場商業中心一座 (一區)三樓3106,3107,3108及3109號舖",Wong Tai Sin,黃大仙區,2253803335,2253803335,53,53,RL,RL,Ming Garden Restaurant,名苑酒家,,,6/8/2025,6/8/2025,22.3383244,114.1872329,25/7/2024,822139.6158600347,837335.0898395765,837335.0898000002,822139.6159000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"19/F, PRINCE TOWER, 12A PEKING ROAD, TSIM SHA TSUI, KOWLOON",九龍尖沙咀北京道12A號太子集團中心19樓,Yau Tsim,油尖區,2261814611,2261814611,61,61,RL,RL,UNCLE FONG HOT POT RESTAURANT,方叔叔重慶老火鍋,,,27/7/2025,27/7/2025,22.2965053,114.1712857,23/7/2024,817508.7657899525,835692.1110777371,835692.1111000003,817508.7657999992
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F, JD MALL, 233-239 NATHAN ROAD, JORDAN, KOWLOON",九龍佐敦彌敦道233-239號佐敦薈2樓,Yau Tsim,油尖區,2261815386,2261815386,61,61,RL,RL,RICH GARDEN RESTAURANT,富園海鮮酒家,,,12/3/2025,12/3/2025,22.3048985,114.1714927,25/4/2024,818438.1812192474,835713.4745,835713.4744999995,818438.1811999995
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"PORTION OF  G/F AND SHOP NO. 14 & 15 ON M/F, 5 YIM PO FONG STREET, MONG KOK, KOWLOON",九龍旺角染布房街5號閣樓14及15號舖及地下部分,Mong Kok,旺角區,2262812515,2262812515,62,62,RL,RL,火鍋撚,火鍋撚,#G,#G,10/4/2025,10/4/2025,22.317859,114.173381,27/3/2024,819873.3509848631,835908.0777618593,835908.0778000001,819873.3509999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 102 AND THE OUTSIDE SEATING ACCOMMODATION ON THE OPEN FLAT ROOF OPPOSITE TO SHOP NO. 102, 1/F, POPWALK, 12 TONG CHUN STREET, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",新界西貢將軍澳唐俊街12號天晉匯1樓102號鋪及102號鋪對 出露天平台的露天座位,Sai Kung,西貢區,2298803226,2298803226,98,98,RL,RL,翠湖海鮮酒家,翠湖海鮮酒家,#A,#A,10/4/2025,10/4/2025,22.3078246,114.2614823,6/1/2025,818764.6377546253,844985.8255309381,844985.8255000003,818764.6378000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, 15 LION ROCK ROAD, KOWLOON CITY, KOWLOON",九龍九龍城獅子石道15號地下,Kowloon City,九龍城區,2252805918,2252805918,52,52,RL,RL,MUTSU,陸奧酒場,#F#G,#F#G,6/4/2025,6/4/2025,22.3281941,114.1880133,15/7/2024,821017.8441529179,837415.5663243566,837415.5663000001,821017.8442000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"COOKED FOOD STALL NO. C2, COMMERCIAL AREA NEAR BLOCK 6, BUTTERFLY ESTATE, 1 WU CHUI ROAD, TUEN MUN, NEW TERRITORIES",新界屯門湖翠路1號蝴蝶邨商業區近第6座熟食檔C2號,Tuen Mun,屯門區,2293804701,2293804701,93,93,RL,RL,牛皇莫火鍋餐廳,牛皇莫火鍋餐廳,,,8/10/2025,8/10/2025,22.375828,113.9618561,3/10/2024,826308.3600714307,814123.6781,814123.6781000001,826308.3600999992
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP J, G/F, WITTY COMMERCIAL BUILDING, 1A-1L TUNG CHOI STREET, MONG KOK, KOWLOON",九龍旺角通菜街1A-1L號威達商業大廈地下J鋪,Mong Kok,旺角區,2262813059,2262813059,62,62,RL,RL,金稻夫鍋飯店,金稻夫鍋飯店,,,10/1/2026,10/1/2026,22.3163037,114.1710135,7/1/2025,819701.1329,835664.1463765291,835664.1464,819701.1328999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 423, LEVEL 4, MOKO, 193 PRINCE EDWARD ROAD WEST, MONG KOK, KOWLOON",九龍旺角太子道西193號新世紀廣場第4層423號鋪,Mong Kok,旺角區,2262812375,2262812375,62,62,RL,RL,Mou Mou Club,牛涮鍋,#G,#G,27/2/2026,27/2/2026,22.3231937,114.1723194,27/1/2025,820464.0902585788,835798.7182306697,835798.7182,820464.0902999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 202, 2/F., OI TUNG SHOPPING CENTRE, OI TUNG ESTATE, SHAU KEI WAN, HONG KONG",香港筲箕灣愛東邨愛東商場2樓202號舖,Eastern,東區,2211807438,2211807438,11,11,RL,RL,Dragon Palace Banquet,金龍廷酒家 (宴會廳),#G#H,#G#H,21/8/2025,21/8/2025,22.2808612,114.2277794,16/8/2024,815777.3026998255,841514.1558597685,841514.1558999997,815777.3026999999
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP A, G/F, LAI SING MANSION, NOS. 77-81 TSUEN NAM ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍村南道77-81號麗星樓地下A鋪,Sha Tin,沙田區,2297805599,2297805599,97,97,RL,RL,FRIENDSHIP HOUSE,友酒棧,#G#H,#G#H,16/1/2026,16/1/2026,22.3744756,114.1796289,31/12/2024,826142.7913862567,836551.6857540774,836551.6858000001,826142.7914000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"ROOM 18, LEVEL 1, GREENERY PLAZA, 3 CHUI YI STREET, TAI PO, NEW TERRITORIES",新界大埔翠怡街3號翠怡花園第1層18號鋪,Tai Po,大埔區,2295802259,2295802259,95,95,RL,RL,616牛肉火鍋專門店,616牛肉火鍋專門店,,,18/4/2025,18/4/2025,22.4524601,114.1635823,18/3/2024,834778.5377479058,834899.8256390039,834899.8256000001,834778.5376999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F., THE HUMPHREYS, 6-6A HUMPHREYS AVENUE, TSIM SHA TSUI, KOWLOON",九龍尖沙咀堪富利士道6-6A號爵寓1樓,Yau Tsim,油尖區,2261816246,2261816246,61,61,RL,RL,火鍋郎,火鍋郎,#F#G,#F#G,29/10/2025,29/10/2025,22.2984877,114.1732661,10/9/2024,817728.2794800014,835896.1889144196,835896.1889000004,817728.2795000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F, 98 SAN FUNG AVENUE, SHEUNG SHUI, NEW TERRITORIES",新界上水新豐路98號2樓,North,北區,2296801970,2296801970,96,96,RL,RL,Victoria Harbour Restaurant,海港酒家,#G,#G,2/11/2025,2/11/2025,22.5042734,114.1266101,5/9/2024,840516.9863601996,831096.1466871129,831096.1467000004,840516.9864000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NOS. 1-4, G/F, HUNG HOM BAY CENTRE, 92-112 BAKER STREET, HUNG HOM, KOWLOON CITY, KOWLOON",九龍九龍城紅磡必嘉街92-112號紅磡灣中心地下1-4號舖,Kowloon City,九龍城區,2252805884,2252805884,52,52,RL,RL,Ho Yin Seafood Restaurant,豪宴海鮮酒家,,,27/2/2026,27/2/2026,22.3057397,114.1850628,18/2/2025,818531.3444919033,837111.7328518349,837111.7329000002,818531.3444999997
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP A06, GROUND FLOOR, MA ON SHAN CENTRE, 1 ON CHUN STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山鞍駿街1號馬鞍山中心地下A06鋪,Sha Tin,沙田區,2297804912,2297804912,97,97,RL,RL,616 牛肉火鍋專門店,616 牛肉火鍋專門店,,,16/2/2026,16/2/2026,22.42544712,114.2329044,9/1/2025,831788.2375717022,842036.3668248884,842036.3668,831788.2376000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"14/F, CHONG HING SQUARE, NO. 601 NATHAN ROAD, MONG KOK, KOWLOON",九龍旺角彌敦道601號創興廣場14樓,Mong Kok,旺角區,2262813785,2262813785,62,62,RL,RL,SPICY HORSE HOTPOT,馬辣台式鴛鴦火鍋,,,18/11/2025,18/11/2025,22.3162402,114.1697037,13/11/2024,819694.1070112902,835529.1951794816,835529.1952,819694.1070000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 1A, L1/F, KOWLOON HARBOURFRONT HOTEL, 8 HUNG LUEN ROAD, HUNGHOM BAY, KOWLOON",九龍紅磡灣紅鸞道8號九龍海灣酒店1樓1A號鋪,Yau Tsim,油尖區,2261814523,2261814523,61,61,RL,RL,Kowloon Harbourfront Hotel,九龍海灣酒店,#F#G#H,#F#G#H,11/7/2025,11/7/2025,22.3002291,114.1848645,12/7/2024,817921.1300842309,837091.3326168668,837091.3326000003,817921.1301000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F & COCKLOFT, 18 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍積存街18號地下連閣樓,Sha Tin,沙田區,2297805243,2297805243,97,97,RL,RL,鍋心,鍋心,,,10/7/2025,10/7/2025,22.3762761,114.1774845,2/7/2024,826342.1680244799,836330.8354731183,836330.8355,826342.1679999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"UNIT 301, 3/F. OF MARINA SQUARE, THE WEST COMMERCIAL BLOCK, SOUTH HORIZONS, AP LEI CHAU, HONG KONG",香港鴨脷洲海怡半島 海怡廣場西商場3樓301號舖,Southern,南區,2215801924,2215801924,15,15,RL,RL,GLORIOUS SEAFOOD RESTAURANT,盈暉海鮮酒家,,,8/10/2025,8/10/2025,22.2441696,114.146992,26/9/2024,811713.7162456427,833187.5942441975,833187.5942000002,811713.7161999997
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, YIU CHUNG BUILDING, 368 & 368A-B PORTLAND STREET, MONG KOK, KOWLOON",九龍旺角砵蘭街368及368A-B號耀中大廈地下,Mong Kok,旺角區,2262813022,2262813022,62,62,RL,RL,鍾爺爺海鮮火鍋刺身專門店,鍾爺爺海鮮火鍋刺身專門店,#G,#G,1/1/2026,1/1/2026,22.3233303,114.1680642,6/12/2024,820479.2359176986,835360.3203211563,835360.3202999998,820479.2358999997
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 14, G/F, NGAI HING MANSION, NOS. 74-76 HAK PO STREET, NOS. 2-24 PAK PO STREET AND NO. 5 YIM PO FONG STREET, MONG KOK, KOWLOON",九龍旺角染布房街5號及白布街2-24及黑布街74-76號 藝興大廈地下14號舖,Mong Kok,旺角區,2262812357,2262812357,62,62,RL,RL,獨 ‧ 火鍋撚,獨 ‧ 火鍋撚,,,5/2/2026,5/2/2026,22.317859,114.173381,19/2/2025,819873.3509848631,835908.0777618593,835908.0778000001,819873.3509999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 115, LEVEL 2, COMMERCIAL COMPLEX(ALSO KNOWN AS  LUNG HANG SHOPPING CENTRE), LUNG HANG ESTATE, 1 TIN SAM STREET, SHA TIN, NEW TERRITORIES",新界沙田田心街1號隆亨邨隆亨商場第二層115鋪,Sha Tin,沙田區,2297805571,2297805571,97,97,RL,RL,Rich Forex Restaurant,福盈酒家,,,4/1/2026,4/1/2026,22.3678762,114.1791591,13/12/2024,825412.0034545116,836503.3128529957,836503.3129000003,825412.0034999996
